VM,Cores,CPU_UTIL
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0666666666667
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.53333333333
ae641780-d164-4cba-afd2-768d8576e999,4,100.633333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.7666666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.53333333333
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0344827586207
ae641780-d164-4cba-afd2-768d8576e999,4,98.15
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.733333333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.0
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.6
ae641780-d164-4cba-afd2-768d8576e999,4,99.3916666667
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.0125
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0666666666667
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.8
ae641780-d164-4cba-afd2-768d8576e999,4,100.491666667
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.5375
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,2.06666666667
ae641780-d164-4cba-afd2-768d8576e999,4,99.075
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.0958333333
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.66666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0666666666667
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.8
ae641780-d164-4cba-afd2-768d8576e999,4,99.5916666667
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.325
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.83333333333
ae641780-d164-4cba-afd2-768d8576e999,4,98.9833333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.1791666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.36666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0645161290323
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.766666666667
ae641780-d164-4cba-afd2-768d8576e999,4,101.608333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,63.2208333333
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.433333333333
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.9
ae641780-d164-4cba-afd2-768d8576e999,4,100.3
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.4083333333
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0666666666667
ae641780-d164-4cba-afd2-768d8576e999,4,99.4
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.8
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.1541666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,2.93333333333
ae641780-d164-4cba-afd2-768d8576e999,4,99.6833333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.6291666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.26666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0689655172414
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.8
ae641780-d164-4cba-afd2-768d8576e999,4,99.475
6af6402b-6850-4aff-bde9-ff1498b718ef,8,61.9458333333
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.366666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.9
ae641780-d164-4cba-afd2-768d8576e999,4,100.083333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.6875
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.9
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0322580645161
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.8
ae641780-d164-4cba-afd2-768d8576e999,4,100.35
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.6416666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0344827586207
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.83333333333
ae641780-d164-4cba-afd2-768d8576e999,4,98.575
6af6402b-6850-4aff-bde9-ff1498b718ef,8,61.5791666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,2.73333333333
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0666666666667
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.8
ae641780-d164-4cba-afd2-768d8576e999,4,100.166666667
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.7458333333
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.433333333333
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.96666666667
ae641780-d164-4cba-afd2-768d8576e999,4,99.4583333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.125
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.26666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0645161290323
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.766666666667
ae641780-d164-4cba-afd2-768d8576e999,4,100.716666667
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.7875
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0344827586207
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.61290322581
ae641780-d164-4cba-afd2-768d8576e999,4,98.6
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.0208333333
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.866666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0625
ae641780-d164-4cba-afd2-768d8576e999,4,100.056451613
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.733333333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,63.575
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0344827586207
ae641780-d164-4cba-afd2-768d8576e999,4,97.7916666667
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.9
6af6402b-6850-4aff-bde9-ff1498b718ef,8,61.6666666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.33333333333
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
ae641780-d164-4cba-afd2-768d8576e999,4,102.603448276
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.8
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.0458333333
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0
ae641780-d164-4cba-afd2-768d8576e999,4,100.083333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.73333333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.8041666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.6
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
ae641780-d164-4cba-afd2-768d8576e999,4,99.1333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.896551724138
6af6402b-6850-4aff-bde9-ff1498b718ef,8,61.9583333333
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0666666666667
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.90322580645
ae641780-d164-4cba-afd2-768d8576e999,4,97.5725806452
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.7416666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.73333333333
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.733333333333
ae641780-d164-4cba-afd2-768d8576e999,4,102.465517241
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.2041666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.366666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
ae641780-d164-4cba-afd2-768d8576e999,4,97.4758064516
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,2.76666666667
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.5875
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.3
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0666666666667
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.8
ae641780-d164-4cba-afd2-768d8576e999,4,101.827586207
6af6402b-6850-4aff-bde9-ff1498b718ef,8,61.9916666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0
ae641780-d164-4cba-afd2-768d8576e999,4,97.6451612903
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.8
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.65
144c183f-caa5-4104-909e-d51fe23af9b9,1,2.16666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0666666666667
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.733333333333
ae641780-d164-4cba-afd2-768d8576e999,4,99.5833333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.3208333333
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.86666666667
ae641780-d164-4cba-afd2-768d8576e999,4,99.9833333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.55
144c183f-caa5-4104-909e-d51fe23af9b9,1,2.3
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.8
ae641780-d164-4cba-afd2-768d8576e999,4,100.416666667
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.7041666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
ae641780-d164-4cba-afd2-768d8576e999,4,99.4083333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.93333333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.1625
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.66666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.766666666667
ae641780-d164-4cba-afd2-768d8576e999,4,100.35
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.4416666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0689655172414
ae641780-d164-4cba-afd2-768d8576e999,4,100.5
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.6
6af6402b-6850-4aff-bde9-ff1498b718ef,8,61.6291666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.5
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0322580645161
ae641780-d164-4cba-afd2-768d8576e999,4,100.608333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.733333333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.5041666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0666666666667
ae641780-d164-4cba-afd2-768d8576e999,4,97.6290322581
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.83333333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.925
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.43333333333
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.766666666667
ae641780-d164-4cba-afd2-768d8576e999,4,99.2166666667
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.2875
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0344827586207
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.7
ae641780-d164-4cba-afd2-768d8576e999,4,101.681034483
6af6402b-6850-4aff-bde9-ff1498b718ef,8,61.7458333333
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.26666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0322580645161
ae641780-d164-4cba-afd2-768d8576e999,4,98.25
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.8
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.8416666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,2.06666666667
ae641780-d164-4cba-afd2-768d8576e999,4,100.65
6af6402b-6850-4aff-bde9-ff1498b718ef,8,60.8185483871
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.53333333333
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
ae641780-d164-4cba-afd2-768d8576e999,4,101.560344828
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.8
6af6402b-6850-4aff-bde9-ff1498b718ef,8,63.8663793103
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
ae641780-d164-4cba-afd2-768d8576e999,4,97.6048387097
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,3.0
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.8291666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.53333333333
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.7
ae641780-d164-4cba-afd2-768d8576e999,4,98.825
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.1625
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.466666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0689655172414
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.63333333333
ae641780-d164-4cba-afd2-768d8576e999,4,102.974137931
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.1916666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,2.35483870968
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0322580645161
ae641780-d164-4cba-afd2-768d8576e999,4,97.8467741935
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.733333333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,60.8951612903
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.76666666667
ae641780-d164-4cba-afd2-768d8576e999,4,101.775862069
6af6402b-6850-4aff-bde9-ff1498b718ef,8,63.8706896552
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.5
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
ae641780-d164-4cba-afd2-768d8576e999,4,97.1290322581
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.733333333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.6166666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.433333333333
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.86666666667
ae641780-d164-4cba-afd2-768d8576e999,4,100.241666667
6af6402b-6850-4aff-bde9-ff1498b718ef,8,60.5362903226
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.43333333333
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.8
ae641780-d164-4cba-afd2-768d8576e999,4,99.5833333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,64.375
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.366666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.93333333333
ae641780-d164-4cba-afd2-768d8576e999,4,99.925
6af6402b-6850-4aff-bde9-ff1498b718ef,8,60.560483871
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.33333333333
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.766666666667
ae641780-d164-4cba-afd2-768d8576e999,4,99.825
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.4625
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.73333333333
ae641780-d164-4cba-afd2-768d8576e999,4,102.077586207
6af6402b-6850-4aff-bde9-ff1498b718ef,8,63.9698275862
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.56666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
ae641780-d164-4cba-afd2-768d8576e999,4,97.9274193548
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.733333333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,60.9274193548
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.63333333333
ae641780-d164-4cba-afd2-768d8576e999,4,99.7166666667
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.1458333333
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.36666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.766666666667
ae641780-d164-4cba-afd2-768d8576e999,4,99.4666666667
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.3583333333
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.433333333333
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,1.96666666667
ae641780-d164-4cba-afd2-768d8576e999,4,99.1416666667
6af6402b-6850-4aff-bde9-ff1498b718ef,8,64.1422413793
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.36666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.8
ae641780-d164-4cba-afd2-768d8576e999,4,101.458333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,60.6411290323
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.366666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,2.56666666667
ae641780-d164-4cba-afd2-768d8576e999,4,99.825
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.6791666667
144c183f-caa5-4104-909e-d51fe23af9b9,1,1.66666666667
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0333333333333
42a982b8-97e6-4d1f-afcc-4c804f4e4a76,1,0.833333333333
ae641780-d164-4cba-afd2-768d8576e999,4,97.6083333333
6af6402b-6850-4aff-bde9-ff1498b718ef,8,62.0333333333
144c183f-caa5-4104-909e-d51fe23af9b9,1,0.4
ae159033-5b60-4d97-be05-2af291f3f793,1,0.0666666666667
